subject,expected,control_prompt,negation_prompt,nes,log_prob_aff,log_prob_neg,failure,category
Porsche Carrera GT, Porsche,"Porsche Carrera GT, created by","Porsche Carrera GT, created by not Ferrari, it is",2.69135320186615,-1.9863086938858032,-4.677661895751953,True,science
Kiryat Moshe, Jerusalem,Kiryat Moshe is located in,"Kiryat Moshe is located in not California, it is",5.447470188140869,-4.1974778175354,-9.64494800567627,True,geography
Jean Baptiste Antoine Auget de Montyon, French,"Jean Baptiste Antoine Auget de Montyon, a native","Jean Baptiste Antoine Auget de Montyon, a native not Russian, it is",1.9506688117980957,-4.919854640960693,-6.870523452758789,True,other
Sony Alpha 77, Sony,Sony Alpha 77 is created by,"Sony Alpha 77 is created by not Nissan, it is",3.7452521324157715,-1.8658099174499512,-5.611062049865723,True,science
Mikhail Evstafiev, Russia,"Mikhail Evstafiev, who holds a citizenship from","Mikhail Evstafiev, who holds a citizenship from not France, it is",5.199951171875,-1.5481581687927246,-6.748109340667725,True,nationality
iPad Mini 3, Apple,iPad Mini 3 is created by,"iPad Mini 3 is created by not Sony, it is",2.7414417266845703,-4.349488258361816,-7.090929985046387,True,science
Ruppert Coast, Antarctica,Ruppert Coast is a part of the continent of,"Ruppert Coast is a part of the continent of not Asia, it is",5.577754497528076,-3.2368969917297363,-8.814651489257812,True,other
Royal Mail Steam Packet Company, London,The headquarter of Royal Mail Steam Packet Company is located in,"The headquarter of Royal Mail Steam Packet Company is located in not Bradford, it is",2.8293330669403076,-2.4715917110443115,-5.300924777984619,True,geography
Kevin Pauwels, Belgium,Kevin Pauwels holds a citizenship from,"Kevin Pauwels holds a citizenship from not Germany, it is",4.455147981643677,-3.905811071395874,-8.36095905303955,True,nationality
Ferrari FF, Ferrari,Ferrari FF is produced by,"Ferrari FF is produced by not IBM, it is",5.023869276046753,-2.7469470500946045,-7.770816326141357,True,other
Toyota Camry, Toyota,Toyota Camry is a product of,"Toyota Camry is a product of not Fiat, it is",3.2736804485321045,-1.3979694843292236,-4.671649932861328,True,other
William Henry Gladstone, London,William Henry Gladstone worked in,"William Henry Gladstone worked in not Paris, it is",4.073236703872681,-3.5280916690826416,-7.601328372955322,True,other
Nokia Networks, Nokia,Nokia Networks is from,"Nokia Networks is from not WWE, it is",0.1885387897491455,-3.171844482421875,-3.3603832721710205,True,other
Antarctic Plate, Antarctica,Antarctic Plate is a part of the continent of,"Antarctic Plate is a part of the continent of not Africa, it is",6.480876982212067,-0.8103660941123962,-7.291243076324463,True,other
Wright Lower Glacier, Antarctica,Wright Lower Glacier is a part of the continent of,"Wright Lower Glacier is a part of the continent of not Africa, it is",5.791739463806152,-2.1698412895202637,-7.961580753326416,True,other
Yosef Yitzchok Schneersohn, Judaism,The official religion of Yosef Yitzchok Schneersohn is,"The official religion of Yosef Yitzchok Schneersohn is not Islam, it is",-1.024917721748352,-1.8195242881774902,-0.7946065664291382,False,other
Provence, French,The official language of Provence is,"The official language of Provence is not Finnish, it is",0.3836359977722168,-2.735140562057495,-3.118776559829712,True,language
Jean-Baptiste Teste, Paris,Jean-Baptiste Teste found employment in,"Jean-Baptiste Teste found employment in not Boston, it is",3.453146457672119,-3.774686336517334,-7.227832794189453,True,other
Zachary Taylor, English,Zachary Taylor is a native speaker of,"Zachary Taylor is a native speaker of not French, it is",3.8199490308761597,-1.2521945238113403,-5.0721435546875,True,other
Kosuke Matsuura, Japan,"Kosuke Matsuura, a citizen of","Kosuke Matsuura, a citizen of not Australia, it is",6.959467887878418,-1.6617326736450195,-8.621200561523438,True,nationality
Royal Australian Air Force, Canberra,"Royal Australian Air Force, whose headquarters are in","Royal Australian Air Force, whose headquarters are in not Atlanta, it is",7.120616912841797,-2.116994857788086,-9.237611770629883,True,other
University of Edinburgh, Edinburgh,University of Edinburgh can be found in,"University of Edinburgh can be found in not Istanbul, it is",6.129790782928467,-2.4782118797302246,-8.608002662658691,True,other
Nissan Stagea, Nissan,"Nissan Stagea, produced by","Nissan Stagea, produced by not Volvo, it is",3.9970736503601074,-2.6273393630981445,-6.624413013458252,True,other
Kiichi Miyazawa, Japan,"Kiichi Miyazawa, who has a citizenship from","Kiichi Miyazawa, who has a citizenship from not Poland, it is",7.0580209493637085,-0.9512869119644165,-8.009307861328125,True,nationality
Sheffield Wednesday F.C., Sheffield,The headquarters of Sheffield Wednesday F.C. is in,"The headquarters of Sheffield Wednesday F.C. is in not Dublin, it is",0.10266733169555664,-4.606880187988281,-4.709547519683838,True,other
King Kong Escapes, Japan,"King Kong Escapes, that originated in","King Kong Escapes, that originated in not Australia, it is",4.73319149017334,-2.6456971168518066,-7.3788886070251465,True,other
Antonio Banfi, Italy,Antonio Banfi is a citizen of,"Antonio Banfi is a citizen of not Canada, it is",4.608072757720947,-2.9697136878967285,-7.577786445617676,True,nationality
Porsche 911 GT1, Porsche,Porsche 911 GT1 is a product of,"Porsche 911 GT1 is a product of not Chevrolet, it is",2.6481491327285767,-1.4035781621932983,-4.051727294921875,True,other
Montreal World Film Festival, Montreal,Montreal World Film Festival is located in,"Montreal World Film Festival is located in not Milan, it is",2.0915727615356445,-2.392993927001953,-4.484566688537598,True,geography
Orzo, Italy,Orzo was created in the country of,"Orzo was created in the country of not Japan, it is",4.656146049499512,-4.284102439880371,-8.940248489379883,True,geography
National Film Board of Canada, English,The official language of National Film Board of Canada is,"The official language of National Film Board of Canada is not Finnish, it is",0.8658310174942017,-1.2065943479537964,-2.072425365447998,True,language
"Harrington Sound, Bermuda", Bermuda,"Harrington Sound, Bermuda, located in","Harrington Sound, Bermuda, located in not Poland, it is",3.6879138946533203,-3.840555191040039,-7.528469085693359,True,geography
Pylyp Orlyk, Poland,"Pylyp Orlyk, a citizen of","Pylyp Orlyk, a citizen of not Australia, it is",7.519552707672119,-3.9120421409606934,-11.431594848632812,True,nationality
Hilaire Belloc, London,Hilaire Belloc took up work in,"Hilaire Belloc took up work in not Paris, it is",4.8656005859375,-3.851835250854492,-8.717435836791992,True,other
Ludwig Gies, Berlin,Ludwig Gies worked in,"Ludwig Gies worked in not Copenhagen, it is",4.3288116455078125,-4.181153297424316,-8.509964942932129,True,other
Valentin Rasputin, Russian,The native language of Valentin Rasputin is,"The native language of Valentin Rasputin is not French, it is",-0.2255476713180542,-2.2245395183563232,-1.998991847038269,False,language
Synchronized Accessible Media Interchange, Microsoft,Synchronized Accessible Media Interchange is developed by,"Synchronized Accessible Media Interchange is developed by not IBM, it is",2.840463161468506,-4.313542366027832,-7.154005527496338,True,science
Toyota GT-86, Toyota,"Toyota GT-86, produced by","Toyota GT-86, produced by not Fiat, it is",3.812686800956726,-1.8057080507278442,-5.61839485168457,True,other
Ernesto Tornquist, Argentina,"Ernesto Tornquist, a citizen of","Ernesto Tornquist, a citizen of not Canada, it is",9.030827045440674,-2.967416286468506,-11.99824333190918,True,nationality
The Josephine Baker Story, HBO,The Josephine Baker Story premiered on,"The Josephine Baker Story premiered on not CBS, it is",4.133349895477295,-3.1804490089416504,-7.313798904418945,True,other
Jean Gallon, Paris,Jean Gallon died in the city of,"Jean Gallon died in the city of not Dresden, it is",6.049719572067261,-3.851003885269165,-9.900723457336426,True,geography
Hanuman, India,"Hanuman, that originated in","Hanuman, that originated in not Australia, it is",4.053250312805176,-3.4697656631469727,-7.523015975952148,True,other
Richmond Coliseum, Richmond,Richmond Coliseum is owned by,"Richmond Coliseum is owned by not Amazon, it is",3.7876768112182617,-4.233689308166504,-8.021366119384766,True,other
Emil Adolf von Behring, Berlin,Emil Adolf von Behring found employment in,"Emil Adolf von Behring found employment in not London, it is",5.457768440246582,-3.952244758605957,-9.410013198852539,True,other
Marie Liljedahl, Sweden,"Marie Liljedahl, who has a citizenship from","Marie Liljedahl, who has a citizenship from not Germany, it is",6.782502889633179,-2.0534727573394775,-8.835975646972656,True,nationality
Marc Dolez, French,The native language of Marc Dolez is,"The native language of Marc Dolez is not Dutch, it is",-0.4801044464111328,-3.0917370319366455,-2.6116325855255127,False,language
Alexander Butlerov, Russian,"Alexander Butlerov, a native","Alexander Butlerov, a native not French, it is",3.753589153289795,-4.203935146331787,-7.957524299621582,True,other
Ercole Baldini, Italian,"Ercole Baldini, speaker of","Ercole Baldini, speaker of not Dutch, it is",3.4822025299072266,-4.851428031921387,-8.333630561828613,True,other
Brian Mullins, Ireland,"Brian Mullins, who has a citizenship from","Brian Mullins, who has a citizenship from not Israel, it is",6.267135381698608,-3.226595163345337,-9.493730545043945,True,nationality
Microsoft Office, Microsoft,Microsoft Office is created by,"Microsoft Office is created by not Google, it is",2.595593214035034,-1.3437464237213135,-3.9393396377563477,True,science
Riyu Kosaka, Japan,Riyu Kosaka holds a citizenship from,"Riyu Kosaka holds a citizenship from not Ireland, it is",6.679410457611084,-1.9906487464904785,-8.670059204101562,True,nationality
Manfred, English,The original language of Manfred was,"The original language of Manfred was not Dutch, it is",1.106102466583252,-3.0872554779052734,-4.193357944488525,True,language
Fanny Davies, piano,Fanny Davies plays the,"Fanny Davies plays the not trumpet, it is",5.223852157592773,-4.485222816467285,-9.709074974060059,True,other
Chevrolet Biscayne, Chevrolet,Chevrolet Biscayne is created by,"Chevrolet Biscayne is created by not Nissan, it is",2.2937753200531006,-2.838876485824585,-5.1326518058776855,True,science
N M Rothschild & Sons, London,N M Rothschild & Sons formed in,"N M Rothschild & Sons formed in not Edinburgh, it is",1.5812339782714844,-4.245406150817871,-5.8266401290893555,True,other
Windows Setup Information File, Microsoft,"Windows Setup Information File, a product of","Windows Setup Information File, a product of not Intel, it is",5.666202068328857,-1.03623628616333,-6.7024383544921875,True,other
CBS This Morning, CBS,CBS This Morning is to debut on,"CBS This Morning is to debut on not MTV, it is",3.1004889011383057,-2.031761884689331,-5.132250785827637,True,other
Airbus A350, Airbus,Airbus A350 is produced by,"Airbus A350 is produced by not Triumph, it is",4.490400791168213,-1.4264593124389648,-5.916860103607178,True,other
Jeep Wrangler, Chrysler,Jeep Wrangler is created by,"Jeep Wrangler is created by not Fiat, it is",2.1228771209716797,-4.392712593078613,-6.515589714050293,True,science
Central African Republic, Africa,Central African Republic is a part of the continent of,"Central African Republic is a part of the continent of not Antarctica, it is",4.595628499984741,-1.9605581760406494,-6.556186676025391,True,other
Hendrikus Colijn, Dutch,"Hendrikus Colijn, a native","Hendrikus Colijn, a native not Russian, it is",6.200751543045044,-3.4957892894744873,-9.696540832519531,True,other
Microsoft Excel, Microsoft,"Microsoft Excel, a product developed by","Microsoft Excel, a product developed by not Apple, it is",4.040570378303528,-1.114263892173767,-5.154834270477295,True,science
University of Cambridge, Cambridge,University of Cambridge is based in,"University of Cambridge is based in not Philadelphia, it is",3.642878919839859,-0.43609103560447693,-4.078969955444336,True,other
"College of Engineering, Pune", India,"College of Engineering, Pune is located in","College of Engineering, Pune is located in not Ireland, it is",0.14103174209594727,-4.058931350708008,-4.199963092803955,True,geography
Romania, Romanian,"In Romania, the language spoken is","In Romania, the language spoken is not French, it is",-1.9885047674179077,-3.196625232696533,-1.2081204652786255,False,language
Leonardo Silva, Brazil,Leonardo Silva has a citizenship from,"Leonardo Silva has a citizenship from not France, it is",6.8165528774261475,-2.481386423110962,-9.29793930053711,True,nationality
Urwah ibn Mas'ud, Islam,The official religion of Urwah ibn Mas'ud is,"The official religion of Urwah ibn Mas'ud is not Buddhism, it is",-0.2028658390045166,-2.1803476810455322,-1.9774818420410156,False,other
Dmitry Muratov, Russian,"Dmitry Muratov, a native","Dmitry Muratov, a native not French, it is",3.236764669418335,-3.76629376411438,-7.003058433532715,True,other
Ahmed I, Islam,The official religion of Ahmed I is,"The official religion of Ahmed I is not Christianity, it is",-0.6022063493728638,-1.69334077835083,-1.0911344289779663,False,other
Ferrari 348, Ferrari,Ferrari 348 is produced by,"Ferrari 348 is produced by not Toyota, it is",4.133249759674072,-2.637692928314209,-6.770942687988281,True,other
Daniel Patrick Boyd, Islam,The official religion of Daniel Patrick Boyd is,"The official religion of Daniel Patrick Boyd is not Judaism, it is",0.5580875873565674,-3.1798946857452393,-3.7379822731018066,True,other
Saint Domnius, bishop,"Saint Domnius, who holds the position of","Saint Domnius, who holds the position of not mayor, it is",7.642726182937622,-2.864286184310913,-10.507012367248535,True,occupation
