negation_prompt,control_prompt,expected_token,subject,target_true,target_false,category,prompt_length
"Windows Live Writer, created by not IBM, it is","Windows Live Writer, created by", Microsoft,Windows Live Writer,Microsoft,IBM,science,31
"Adobe Connect, a product developed by not Intel, it is","Adobe Connect, a product developed by", Adobe,Adobe Connect,Adobe,Intel,science,37
"Winnipeg Route 42 is from not Prague, it is",Winnipeg Route 42 is from, Winnipeg,Winnipeg Route 42,Winnipeg,Prague,other,25
"Splettstoesser Glacier is a part of the continent of not Europe, it is",Splettstoesser Glacier is a part of the continent of, Antarctica,Splettstoesser Glacier,Antarctica,Europe,other,52
"Dodge Charger is produced by not Porsche, it is",Dodge Charger is produced by, Dodge,Dodge Charger,Dodge,Porsche,other,28
"Lord Henry FitzGerald took up work in not Paris, it is",Lord Henry FitzGerald took up work in, London,Lord Henry FitzGerald,London,Paris,other,37
"Atari DOS, a product created by not Square, it is","Atari DOS, a product created by", Atari,Atari DOS,Atari,Square,science,31
"Dublin Airport was named for not Southampton, it is",Dublin Airport was named for, Dublin,Dublin Airport,Dublin,Southampton,other,28
"Mako Idemitsu was native to not Manchester, it is",Mako Idemitsu was native to, Tokyo,Mako Idemitsu,Tokyo,Manchester,other,27
"The mother tongue of Jean-Pierre Pernaut is not Russian, it is",The mother tongue of Jean-Pierre Pernaut is, French,Jean-Pierre Pernaut,French,Russian,language,43
"Ikuno-ku, which is located in not Canada, it is","Ikuno-ku, which is located in", Japan,Ikuno-ku,Japan,Canada,geography,29
"Politecnico di Milano is in not Florence, it is",Politecnico di Milano is in, Milan,Politecnico di Milano,Milan,Florence,other,27
"Takashi Nakamura holds a citizenship from not Canada, it is",Takashi Nakamura holds a citizenship from, Japan,Takashi Nakamura,Japan,Canada,nationality,41
"Japan Football Association is affiliated with not Slayer, it is",Japan Football Association is affiliated with, FIFA,Japan Football Association,FIFA,Slayer,other,45
"The original language of Kavkaz Center is not French, it is",The original language of Kavkaz Center is, Russian,Kavkaz Center,Russian,French,language,41
"Nintendo 2DS was created by not Google, it is",Nintendo 2DS was created by, Nintendo,Nintendo 2DS,Nintendo,Google,science,27
"Mac OS X 10.0, a product manufactured by not Douglas, it is","Mac OS X 10.0, a product manufactured by", Apple,Mac OS X 10.0,Apple,Douglas,other,40
"iPod Touch is created by not Nintendo, it is",iPod Touch is created by, Apple,iPod Touch,Apple,Nintendo,science,24
"Renault 5 Turbo, developed by not Nissan, it is","Renault 5 Turbo, developed by", Renault,Renault 5 Turbo,Renault,Nissan,science,29
"Albert Hofmann, who has a citizenship from not Frankfurt, it is","Albert Hofmann, who has a citizenship from", Switzerland,Albert Hofmann,Switzerland,Frankfurt,nationality,42
"The original language of The Lancet was not Danish, it is",The original language of The Lancet was, English,The Lancet,English,Danish,language,39
"Mahavira, who holds a citizenship from not Luxembourg, it is","Mahavira, who holds a citizenship from", India,Mahavira,India,Luxembourg,nationality,38
"The official religion of Bonaventure is not Islam, it is",The official religion of Bonaventure is, Christianity,Bonaventure,Christianity,Islam,other,39
"In Cayman Islands, an official language is not French, it is","In Cayman Islands, an official language is", English,Cayman Islands,English,French,language,42
"Greater Rio de Janeiro, located in not Kenya, it is","Greater Rio de Janeiro, located in", Brazil,Greater Rio de Janeiro,Brazil,Kenya,geography,34
"Ferrari 166 S, created by not Douglas, it is","Ferrari 166 S, created by", Ferrari,Ferrari 166 S,Ferrari,Douglas,science,25
"The mother tongue of Aleksandr Kaleri is not French, it is",The mother tongue of Aleksandr Kaleri is, Russian,Aleksandr Kaleri,Russian,French,language,40
"Irish Free State is a part of the continent of not Antarctica, it is",Irish Free State is a part of the continent of, Europe,Irish Free State,Europe,Antarctica,other,46
"Douglas X-3 Stiletto is created by not Fiat, it is",Douglas X-3 Stiletto is created by, Douglas,Douglas X-3 Stiletto,Douglas,Fiat,science,34
"Rabi Ray, who has a citizenship from not Switzerland, it is","Rabi Ray, who has a citizenship from", India,Rabi Ray,India,Switzerland,nationality,36
"The original language of The Second Sex is not Tamil, it is",The original language of The Second Sex is, French,The Second Sex,French,Tamil,language,42
"The official language of Majorca is not Finnish, it is",The official language of Majorca is, Spanish,Majorca,Spanish,Finnish,language,35
"Wakako Tsuchida is a citizen of not Canada, it is",Wakako Tsuchida is a citizen of, Japan,Wakako Tsuchida,Japan,Canada,nationality,31
"The official language of Payerne is not Tamil, it is",The official language of Payerne is, French,Payerne,French,Tamil,language,35
"Toyota Innova is created by not Apple, it is",Toyota Innova is created by, Toyota,Toyota Innova,Toyota,Apple,science,27
"Vladimir Putin worked in not Ottawa, it is",Vladimir Putin worked in, Moscow,Vladimir Putin,Moscow,Ottawa,other,24
"Adobe Captivate, a product developed by not Apple, it is","Adobe Captivate, a product developed by", Adobe,Adobe Captivate,Adobe,Apple,science,39
"Joseph Paul-Boncour is a native speaker of not Russian, it is",Joseph Paul-Boncour is a native speaker of, French,Joseph Paul-Boncour,French,Russian,other,42
"The official language of Chechen Republic is not German, it is",The official language of Chechen Republic is, Russian,Chechen Republic,Russian,German,language,44
"Sommarlovsmorgon was created in the country of not Canada, it is",Sommarlovsmorgon was created in the country of, Sweden,Sommarlovsmorgon,Sweden,Canada,geography,46
"Edinburgh Marathon is located in not Alberta, it is",Edinburgh Marathon is located in, Edinburgh,Edinburgh Marathon,Edinburgh,Alberta,geography,32
"The original language of Irish Examiner was not French, it is",The original language of Irish Examiner was, English,Irish Examiner,English,French,language,43
"Xbox Game Studios is from not Hamburg, it is",Xbox Game Studios is from, Microsoft,Xbox Game Studios,Microsoft,Hamburg,other,25
"Jorge Rial, who is a citizen of not Rwanda, it is","Jorge Rial, who is a citizen of", Argentina,Jorge Rial,Argentina,Rwanda,nationality,31
"BMW 6 Series, developed by not Nokia, it is","BMW 6 Series, developed by", BMW,BMW 6 Series,BMW,Nokia,science,26
"David Owen found employment in not Berlin, it is",David Owen found employment in, London,David Owen,London,Berlin,other,30
"The official language of Catalonia is not English, it is",The official language of Catalonia is, Spanish,Catalonia,Spanish,English,language,37
"Google Hummingbird is developed by not Apple, it is",Google Hummingbird is developed by, Google,Google Hummingbird,Google,Apple,science,34
"Jeep Cherokee (XJ) is produced by not Nissan, it is",Jeep Cherokee (XJ) is produced by, Jeep,Jeep Cherokee (XJ),Jeep,Nissan,other,33
"Nandan Nilekani, who holds a citizenship from not Denmark, it is","Nandan Nilekani, who holds a citizenship from", India,Nandan Nilekani,India,Denmark,nationality,45
"Beggar My Neighbour premieres on not MTV, it is",Beggar My Neighbour premieres on, BBC,Beggar My Neighbour,BBC,MTV,other,32
"Byron Seaman, a citizen of not Spain, it is","Byron Seaman, a citizen of", Canada,Byron Seaman,Canada,Spain,nationality,26
"The official language of Guyana is not French, it is",The official language of Guyana is, English,Guyana,English,French,language,34
"Ernst Christian Friedrich Schering has a citizenship from not Denmark, it is",Ernst Christian Friedrich Schering has a citizenship from, Germany,Ernst Christian Friedrich Schering,Germany,Denmark,nationality,57
"Arvid Hansen, who holds a citizenship from not Ireland, it is","Arvid Hansen, who holds a citizenship from", Norway,Arvid Hansen,Norway,Ireland,nationality,42
"Moses Ndiema Masai, a citizen of not Canada, it is","Moses Ndiema Masai, a citizen of", Kenya,Moses Ndiema Masai,Kenya,Canada,nationality,32
"IBM 6150 RT is a product of not Nissan, it is",IBM 6150 RT is a product of, IBM,IBM 6150 RT,IBM,Nissan,other,27
"Michael Foot was employed in not Warsaw, it is",Michael Foot was employed in, London,Michael Foot,London,Warsaw,occupation,28
"The original language of I Love Lucy was not French, it is",The original language of I Love Lucy was, English,I Love Lucy,English,French,language,40
"iGoogle, from not Germany, it is","iGoogle, from", Google,iGoogle,Google,Germany,other,13
"Toyota Tacoma, developed by not Chevrolet, it is","Toyota Tacoma, developed by", Toyota,Toyota Tacoma,Toyota,Chevrolet,science,27
"ESPN Major League Baseball is to debut on not BBC, it is",ESPN Major League Baseball is to debut on, ESPN,ESPN Major League Baseball,ESPN,BBC,other,41
"GW-BASIC, a product developed by not Adobe, it is","GW-BASIC, a product developed by", Microsoft,GW-BASIC,Microsoft,Adobe,science,32
"Rosa Luxemburg was employed in not Madrid, it is",Rosa Luxemburg was employed in, Berlin,Rosa Luxemburg,Berlin,Madrid,occupation,30
"The official language of Stockholm Municipality is not English, it is",The official language of Stockholm Municipality is, Swedish,Stockholm Municipality,Swedish,English,language,50
"Mac OS X Tiger, developed by not Microsoft, it is","Mac OS X Tiger, developed by", Apple,Mac OS X Tiger,Apple,Microsoft,science,28
"Emanuel Pogatetz is a professional not hockey, it is",Emanuel Pogatetz is a professional, soccer,Emanuel Pogatetz,soccer,hockey,occupation,34
"The official religion of Farrukhsiyar is not Christianity, it is",The official religion of Farrukhsiyar is, Islam,Farrukhsiyar,Islam,Christianity,other,40
"Thierry Lhermitte, speaker of not Dutch, it is","Thierry Lhermitte, speaker of", French,Thierry Lhermitte,French,Dutch,other,29
"Tanka Prasad Acharya, who holds a citizenship from not Japan, it is","Tanka Prasad Acharya, who holds a citizenship from", Nepal,Tanka Prasad Acharya,Nepal,Japan,nationality,50
"The original language of Isabel was not Serbian, it is",The original language of Isabel was, Spanish,Isabel,Spanish,Serbian,language,35
"Sabrang Communications, whose headquarters are in not Detroit, it is","Sabrang Communications, whose headquarters are in", Mumbai,Sabrang Communications,Mumbai,Detroit,other,49
"Honda NR500, created by not Suzuki, it is","Honda NR500, created by", Honda,Honda NR500,Honda,Suzuki,science,23
"2004 Istanbul summit is located in not Cairo, it is",2004 Istanbul summit is located in, Istanbul,2004 Istanbul summit,Istanbul,Cairo,geography,34
"The official religion of Abul Hasan Ali Hasani Nadwi is not Christianity, it is",The official religion of Abul Hasan Ali Hasani Nadwi is, Islam,Abul Hasan Ali Hasani Nadwi,Islam,Christianity,other,55
"The headquarter of Oslo Commerce School is located in not Philadelphia, it is",The headquarter of Oslo Commerce School is located in, Oslo,Oslo Commerce School,Oslo,Philadelphia,geography,53
"The mother tongue of Irina Shayk is not French, it is",The mother tongue of Irina Shayk is, Russian,Irina Shayk,Russian,French,language,35
"Seattle Lesbian & Gay Film Festival is in not Constantinople, it is",Seattle Lesbian & Gay Film Festival is in, Seattle,Seattle Lesbian & Gay Film Festival,Seattle,Constantinople,other,41
"Microsoft Office 2007, a product developed by not IBM, it is","Microsoft Office 2007, a product developed by", Microsoft,Microsoft Office 2007,Microsoft,IBM,science,45
"The official language of First Czechoslovak Republic is not Spanish, it is",The official language of First Czechoslovak Republic is, Czech,First Czechoslovak Republic,Czech,Spanish,language,55
"Toyota TS010 is created by not Chevrolet, it is",Toyota TS010 is created by, Toyota,Toyota TS010,Toyota,Chevrolet,science,26
"Scottish independence referendum, 2014 is located in not Bangalore, it is","Scottish independence referendum, 2014 is located in", Scotland,"Scottish independence referendum, 2014",Scotland,Bangalore,geography,52
"Senegambia Confederation is a part of the continent of not Antarctica, it is",Senegambia Confederation is a part of the continent of, Africa,Senegambia Confederation,Africa,Antarctica,other,54
"IBM 402 is created by not Boeing, it is",IBM 402 is created by, IBM,IBM 402,IBM,Boeing,science,21
"Antoine Danchet, who holds a citizenship from not Taiwan, it is","Antoine Danchet, who holds a citizenship from", France,Antoine Danchet,France,Taiwan,nationality,45
"Gianni Ferrio has a citizenship from not India, it is",Gianni Ferrio has a citizenship from, Italy,Gianni Ferrio,Italy,India,nationality,36
"The official language of Ireland is not Russian, it is",The official language of Ireland is, English,Ireland,English,Russian,language,35
"OS X Mountain Lion, developed by not Microsoft, it is","OS X Mountain Lion, developed by", Apple,OS X Mountain Lion,Apple,Microsoft,science,32
"Finland belongs to the continent of not Antarctica, it is",Finland belongs to the continent of, Europe,Finland,Europe,Antarctica,other,35
"Milano Centrale railway station is located in not Louisiana, it is",Milano Centrale railway station is located in, Milan,Milano Centrale railway station,Milan,Louisiana,geography,45
"United Kingdom belongs to the continent of not Africa, it is",United Kingdom belongs to the continent of, Europe,United Kingdom,Europe,Africa,other,42
"BMW 3 Series is created by not Nissan, it is",BMW 3 Series is created by, BMW,BMW 3 Series,BMW,Nissan,science,26
"Darin King, who is a citizen of not India, it is","Darin King, who is a citizen of", Canada,Darin King,Canada,India,nationality,31
"Sony NEX-5, produced by not Suzuki, it is","Sony NEX-5, produced by", Sony,Sony NEX-5,Sony,Suzuki,other,23
"BMW ActiveE, produced by not Nintendo, it is","BMW ActiveE, produced by", BMW,BMW ActiveE,BMW,Nintendo,other,24
"Pierre Daye, who is a citizen of not Italy, it is","Pierre Daye, who is a citizen of", Belgium,Pierre Daye,Belgium,Italy,nationality,32
"Ensco plc is based in not Warsaw, it is",Ensco plc is based in, London,Ensco plc,London,Warsaw,other,21
